contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiry,mid,moneyness,T,IV
SPXW260429C07130000,2026-04-24 19:55:40+00:00,7130.0,67.15,66.1,66.7,23.550003,54.01377,360.0,236,0.1410989821624756,True,REGULAR,USD,call,2026-04-29,66.4,0.9951040214844075,0.00821917808219178,0.17566876778695314
SPXW260429C07135000,2026-04-24 19:55:40+00:00,7135.0,63.75,62.7,63.2,23.25,57.40741,135.0,113,0.13963796772003179,True,REGULAR,USD,call,2026-04-29,62.95,0.9958018503914793,0.00821917808219178,0.17418850484315623
SPXW260429C07140000,2026-04-24 20:02:56+00:00,7140.0,59.8,59.3,59.9,23.059998,62.765373,122.0,141,0.13856604850769044,True,REGULAR,USD,call,2026-04-29,59.599999999999994,0.9964996792985511,0.00821917808219178,0.17280427321830122
SPXW260429C07145000,2026-04-24 20:02:56+00:00,7145.0,56.5,56.0,56.6,19.7,53.53261,200.0,72,0.13726143508911137,True,REGULAR,USD,call,2026-04-29,56.3,0.9971975082056229,0.00821917808219178,0.17130558776675187
SPXW260429C07150000,2026-04-24 20:02:56+00:00,7150.0,53.3,52.8,53.3,18.7,54.04625,1053.0,709,0.13571268348693852,True,REGULAR,USD,call,2026-04-29,53.05,0.9978953371126947,0.00821917808219178,0.16968464066171654
SPXW260429C07155000,2026-04-24 20:14:18+00:00,7155.0,48.05,49.6,50.2,16.32,51.433975,412.0,148,0.13453013916015627,True,REGULAR,USD,call,2026-04-29,49.900000000000006,0.9985931660197666,0.00821917808219178,0.16812751220202948
SPXW260429C07160000,2026-04-24 20:13:48+00:00,7160.0,45.08,46.6,47.1,17.080002,61.000008,325.0,159,0.13308819801330565,True,REGULAR,USD,call,2026-04-29,46.85,0.9992909949268384,0.00821917808219178,0.16662222759689108
SPXW260429C07165000,2026-04-24 20:14:18+00:00,7165.0,42.15,43.6,44.1,14.100002,50.267387,255.0,101,0.13168440345764162,True,REGULAR,USD,call,2026-04-29,43.85,0.9999888238339102,0.00821917808219178,0.16496509364851764
SPXW260429C07170000,2026-04-24 20:10:41+00:00,7170.0,39.83,40.7,41.2,14.130001,54.980545,276.0,134,0.1303111261749267,False,REGULAR,USD,call,2026-04-29,40.95,1.000686652740982,0.00821917808219178,0.16333910008999658
SPXW260429C07175000,2026-04-24 20:10:41+00:00,7175.0,37.11,37.9,38.4,16.11,76.71429,201.0,467,0.12896073684692383,False,REGULAR,USD,call,2026-04-29,38.15,1.0013844816480537,0.00821917808219178,0.16173394164271185
SPXW260429C07180000,2026-04-24 20:13:25+00:00,7180.0,33.9,35.2,35.7,12.900002,61.428577,349.0,194,0.1276256061553955,False,REGULAR,USD,call,2026-04-29,35.45,1.0020823105551255,0.00821917808219178,0.160140053982671
SPXW260429C07190000,2026-04-24 20:09:59+00:00,7190.0,29.69,30.0,30.5,12.59,73.62573,199.0,163,0.12466543067932129,False,REGULAR,USD,call,2026-04-29,30.25,1.0034779683692692,0.00821917808219178,0.1565553072088321
SPXW260429C07195000,2026-04-24 19:59:10+00:00,7195.0,28.45,27.6,28.1,13.800001,94.19797,68.0,71,0.12332267066955568,False,REGULAR,USD,call,2026-04-29,27.85,1.004175797276341,0.00821917808219178,0.15493772563580474
SPXW260429C07200000,2026-04-24 20:14:08+00:00,7200.0,24.5,25.3,25.8,11.25,84.90566,1412.0,608,0.1219760960006714,False,REGULAR,USD,call,2026-04-29,25.55,1.0048736261834128,0.00821917808219178,0.15329637959870204
SPXW260429C07205000,2026-04-24 19:59:08+00:00,7205.0,24.15,23.1,23.6,11.349999,88.67187,161.0,125,0.1206066333770752,False,REGULAR,USD,call,2026-04-29,23.35,1.0055714550904846,0.00821917808219178,0.15162349977043604
SPXW260429C07210000,2026-04-24 20:09:26+00:00,7210.0,20.88,21.0,21.5,9.329999,80.77921,237.0,143,0.11921809745788572,False,REGULAR,USD,call,2026-04-29,21.25,1.0062692839975564,0.00821917808219178,0.149911268874605
SPXW260429C07215000,2026-04-24 20:08:21+00:00,7215.0,19.4,19.0,19.5,9.099999,88.34951,219.0,87,0.11779141494750975,False,REGULAR,USD,call,2026-04-29,19.25,1.0069671129046283,0.00821917808219178,0.14815223696876653
SPXW260429C07220000,2026-04-24 20:01:52+00:00,7220.0,17.6,17.2,17.6,8.0,83.33333,534.0,110,0.11633421516418457,False,REGULAR,USD,call,2026-04-29,17.4,1.0076649418117,0.00821917808219178,0.1465621649937058
SPXW260429C07225000,2026-04-24 20:11:03+00:00,7225.0,15.2,15.4,15.8,6.8999996,83.13252,1557.0,1907,0.11483886878967287,False,REGULAR,USD,call,2026-04-29,15.600000000000001,1.008362770718772,0.00821917808219178,0.1446930940676967
SPXW260429C07230000,2026-04-24 20:11:30+00:00,7230.0,13.57,13.8,14.2,6.2899995,86.401085,370.0,212,0.11366395378112792,False,REGULAR,USD,call,2026-04-29,14.0,1.0090605996258437,0.00821917808219178,0.1432354653202364
SPXW260429C07235000,2026-04-24 20:14:45+00:00,7235.0,12.2,12.2,12.7,4.8999996,67.12328,198.0,850,0.1124737801361084,False,REGULAR,USD,call,2026-04-29,12.45,1.0097584285329155,0.00821917808219178,0.14149065484970189
SPXW260429C07240000,2026-04-24 20:14:53+00:00,7240.0,10.83,10.8,11.3,4.91,82.939186,256.0,335,0.11126071853637695,False,REGULAR,USD,call,2026-04-29,11.05,1.0104562574399873,0.00821917808219178,0.13995071216309254
SPXW260429C07245000,2026-04-24 20:08:04+00:00,7245.0,10.1,9.5,10.0,4.3800006,76.57344,465.0,477,0.11003239830017089,False,REGULAR,USD,call,2026-04-29,9.75,1.0111540863470592,0.00821917808219178,0.1383788391491002
SPXW260429C07250000,2026-04-24 20:14:53+00:00,7250.0,8.38,8.4,8.8,4.15,98.10875,1555.0,1141,0.10879644874572755,False,REGULAR,USD,call,2026-04-29,8.600000000000001,1.011851915254131,0.00821917808219178,0.13707623653109674
SPXW260429C07255000,2026-04-24 20:10:21+00:00,7255.0,7.65,7.3,7.7,3.97,107.88044,3321.0,3141,0.1075681285095215,False,REGULAR,USD,call,2026-04-29,7.5,1.0125497441612028,0.00821917808219178,0.1354848106272356
SPXW260429C07260000,2026-04-24 20:07:53+00:00,7260.0,6.6,6.3,6.7,2.8999999,78.37837,3271.0,3139,0.10634743759155274,False,REGULAR,USD,call,2026-04-29,6.5,1.0132475730682746,0.00821917808219178,0.13390023298154477
SPXW260429C07265000,2026-04-24 20:14:14+00:00,7265.0,5.37,5.4,5.8,2.1699998,67.8125,558.0,539,0.10517252258300781,False,REGULAR,USD,call,2026-04-29,5.6,1.0139454019753464,0.00821917808219178,0.1323490668374157
SPXW260429C07270000,2026-04-24 20:14:14+00:00,7270.0,4.62,4.7,5.0,1.77,62.105263,264.0,372,0.10407390075683592,False,REGULAR,USD,call,2026-04-29,4.85,1.0146432308824183,0.00821917808219178,0.1312639081015136
SPXW260429C07275000,2026-04-24 20:13:40+00:00,7275.0,3.9,4.0,4.3,1.75,81.39535,1412.0,570,0.10308208938598631,False,REGULAR,USD,call,2026-04-29,4.15,1.01534105978949,0.00821917808219178,0.12995148272070875
SPXW260429C07280000,2026-04-24 20:06:42+00:00,7280.0,3.55,3.4,3.7,1.7299999,95.05494,2858.0,481,0.10228864028930662,False,REGULAR,USD,call,2026-04-29,3.55,1.016038888696562,0.00821917808219178,0.1288566211187646
SPXW260429C07290000,2026-04-24 19:59:50+00:00,7290.0,2.3,2.45,2.65,1.0799999,88.52458,2032.0,354,0.10032027618408201,False,REGULAR,USD,call,2026-04-29,2.55,1.0174345465107055,0.00821917808219178,0.12668583265610475
SPXW260429C07300000,2026-04-24 20:12:56+00:00,7300.0,1.75,1.7,1.95,0.74,73.26733,3080.0,1114,0.09951156845092773,False,REGULAR,USD,call,2026-04-29,1.825,1.0188302043248492,0.00821917808219178,0.12512612964707498
SPXW260429C07310000,2026-04-24 20:11:35+00:00,7310.0,1.25,1.2,1.45,0.55,78.571434,409.0,998,0.09923691299438475,False,REGULAR,USD,call,2026-04-29,1.325,1.0202258621389928,0.00821917808219178,0.12444939360823569
SPXW260429C07320000,2026-04-24 20:05:04+00:00,7320.0,0.82,0.85,1.1,0.32,64.0,594.0,910,0.09955734436035156,False,REGULAR,USD,call,2026-04-29,0.9750000000000001,1.0216215199531364,0.00821917808219178,0.12441613361985916
SPXW260429C07325000,2026-04-24 20:02:22+00:00,7325.0,0.67,0.75,0.95,0.32000002,91.42858,651.0,717,0.09961837890625,False,REGULAR,USD,call,2026-04-29,0.85,1.0223193488602083,0.00821917808219178,0.12482267379433296
SPXW260429C07330000,2026-04-24 20:04:40+00:00,7330.0,0.6,0.65,0.85,0.25000003,71.42858,316.0,769,0.1002897589111328,False,REGULAR,USD,call,2026-04-29,0.75,1.02301717776728,0.00821917808219178,0.12549788220826325
SPXW260429C07350000,2026-04-24 20:00:06+00:00,7350.0,0.3,0.4,0.55,0.10000001,50.000008,982.0,1062,0.10315838256835935,False,REGULAR,USD,call,2026-04-29,0.47500000000000003,1.0258084933955673,0.00821917808219178,0.12908181466108753
SPXW260429C07375000,2026-04-24 20:11:30+00:00,7375.0,0.25,0.2,0.4,0.099999994,66.666664,285.0,861,0.10981114807128906,False,REGULAR,USD,call,2026-04-29,0.30000000000000004,1.0292976379309264,0.00821917808219178,0.13536900673819724
SPXW260429C07400000,2026-04-24 20:02:18+00:00,7400.0,0.15,0.15,0.3,0.050000004,50.000008,544.0,1034,0.11658598266601564,False,REGULAR,USD,call,2026-04-29,0.22499999999999998,1.0327867824662855,0.00821917808219178,0.1441388001256661
SPXW260429C07425000,2026-04-24 20:10:18+00:00,7425.0,0.15,0.1,0.25,0.050000004,50.000008,133.0,459,0.12439840454101564,False,REGULAR,USD,call,2026-04-29,0.175,1.0362759270016446,0.00821917808219178,0.1530252797556714
SPXW260429C07450000,2026-04-24 19:46:45+00:00,7450.0,0.1,0.1,0.25,0.05,100.0,31.0,295,0.13465220825195315,False,REGULAR,USD,call,2026-04-29,0.175,1.0397650715370037,0.00821917808219178,0.16587890479464537
SPXW260429P05825000,2026-04-24 15:07:32+00:00,5825.0,0.1,0.05,0.15,-0.050000004,-33.333336,250.0,22,0.5644574804687501,False,REGULAR,USD,put,2026-04-29,0.1,0.8129706767386639,0.00821917808219178,0.729280059802312
SPXW260429P05850000,2026-04-24 15:01:47+00:00,5850.0,0.1,0.05,0.15,0.0,0.0,29.0,273,0.5537154003906251,False,REGULAR,USD,put,2026-04-29,0.1,0.816459821274023,0.00821917808219178,0.7152928157049182
SPXW260429P05875000,2026-04-24 13:48:35+00:00,5875.0,0.1,0.05,0.15,-0.050000004,-33.333336,32.0,92,0.5429733203125001,False,REGULAR,USD,put,2026-04-29,0.1,0.819948965809382,0.00821917808219178,0.7013491091846479
SPXW260429P05900000,2026-04-24 15:44:43+00:00,5900.0,0.11,0.05,0.15,-0.019999996,-15.384613,90.0,432,0.5317429638671876,False,REGULAR,USD,put,2026-04-29,0.1,0.8234381103447411,0.00821917808219178,0.6874483212127132
SPXW260429P06050000,2026-04-24 20:09:07+00:00,6050.0,0.1,0.1,0.2,-0.15,-60.000004,116.0,178,0.49658706542968756,False,REGULAR,USD,put,2026-04-29,0.15000000000000002,0.8443729775568956,0.00821917808219178,0.6259917750874343
SPXW260429P06100000,2026-04-24 18:35:39+00:00,6100.0,0.15,0.1,0.25,-0.22,-59.45946,251.0,1101,0.48438015625,False,REGULAR,USD,put,2026-04-29,0.175,0.8513512666276137,0.00821917808219178,0.606164304167123
SPXW260429P06125000,2026-04-24 19:26:15+00:00,6125.0,0.1,0.1,0.25,-0.15,-60.000004,299.0,143,0.4731497998046875,False,REGULAR,USD,put,2026-04-29,0.175,0.8548404111629727,0.00821917808219178,0.5920380817558404
SPXW260429P06150000,2026-04-24 19:25:29+00:00,6150.0,0.2,0.15,0.25,0.0,0.0,13.0,1387,0.46191944335937507,False,REGULAR,USD,put,2026-04-29,0.2,0.8583295556983318,0.00821917808219178,0.5849983859246038
SPXW260429P06175000,2026-04-23 19:59:38+00:00,6175.0,0.1,0.15,0.25,0.0,0.0,117.0,169,0.4506890869140625,False,REGULAR,USD,put,2026-04-29,0.2,0.8618187002336909,0.00821917808219178,0.5707932404556261
SPXW260429P06225000,2026-04-23 19:58:51+00:00,6225.0,0.2,0.15,0.3,0.0,0.0,12.0,2319,0.43604079589843747,False,REGULAR,USD,put,2026-04-29,0.22499999999999998,0.8687969893044091,0.00821917808219178,0.5484878985793888
SPXW260429P06250000,2026-04-24 18:28:55+00:00,6250.0,0.2,0.2,0.3,-0.049999997,-19.999998,16.0,89,0.424810439453125,False,REGULAR,USD,put,2026-04-29,0.25,0.8722861338397682,0.00821917808219178,0.5396439766887882
SPXW260429P06270000,2026-04-23 19:58:53+00:00,6270.0,0.2,0.2,0.3,0.0,0.0,12.0,42,0.4155331884765625,False,REGULAR,USD,put,2026-04-29,0.25,0.8750774494680554,0.00821917808219178,0.5281717909424081
SPXW260429P06300000,2026-04-24 19:45:01+00:00,6300.0,0.2,0.2,0.35,0.0,0.0,80.0,554,0.40845318115234375,False,REGULAR,USD,put,2026-04-29,0.275,0.8792644229104862,0.00821917808219178,0.5157784739666226
SPXW260429P06330000,2026-04-24 20:12:43+00:00,6330.0,0.2,0.2,0.35,-0.14999999,-42.85714,22.0,117,0.3947814428710938,False,REGULAR,USD,put,2026-04-29,0.275,0.8834513963529171,0.00821917808219178,0.4985055446804197
SPXW260429P06375000,2026-04-24 11:24:26+00:00,6375.0,0.3,0.25,0.4,-0.099999994,-24.999998,15.0,91,0.37964487548828124,False,REGULAR,USD,put,2026-04-29,0.325,0.8897318565165635,0.00821917808219178,0.48071266440327987
SPXW260429P06400000,2026-04-24 19:59:58+00:00,6400.0,0.2,0.25,0.4,-0.24999999,-55.555553,34.0,150,0.36817038085937503,False,REGULAR,USD,put,2026-04-29,0.325,0.8932210010519226,0.00821917808219178,0.46617999754563516
SPXW260429P06410000,2026-04-24 19:58:16+00:00,6410.0,0.17,0.3,0.4,-0.27999997,-62.222218,12.0,29,0.3635317553710938,False,REGULAR,USD,put,2026-04-29,0.35,0.8946166588660662,0.00821917808219178,0.46392779055432815
SPXW260429P06440000,2026-04-24 19:53:30+00:00,6440.0,0.25,0.3,0.45,-0.25,-50.0,29.0,46,0.354376573486328,False,REGULAR,USD,put,2026-04-29,0.375,0.898803632308497,0.00821917808219178,0.44967696597031154
SPXW260429P06450000,2026-04-24 20:14:24+00:00,6450.0,0.28,0.3,0.45,-0.27,-49.09091,94.0,222,0.3497379479980468,False,REGULAR,USD,put,2026-04-29,0.375,0.9001992901226407,0.00821917808219178,0.4438078448178805
SPXW260429P06460000,2026-04-24 20:09:53+00:00,6460.0,0.28,0.3,0.45,-0.32000002,-53.333336,30.0,3205,0.3450993225097656,False,REGULAR,USD,put,2026-04-29,0.375,0.9015949479367843,0.00821917808219178,0.4379412842883357
SPXW260429P06480000,2026-04-24 14:27:40+00:00,6480.0,0.5,0.3,0.45,-0.100000024,-16.66667,10.0,127,0.335944140625,False,REGULAR,USD,put,2026-04-29,0.375,0.9043862635650716,0.00821917808219178,0.42621434196882
SPXW260429P06490000,2026-04-24 19:50:26+00:00,6490.0,0.3,0.35,0.45,-0.34999996,-53.84615,36.0,37,0.33130551513671874,False,REGULAR,USD,put,2026-04-29,0.4,0.9057819213792152,0.00821917808219178,0.4232961669493408
SPXW260429P06500000,2026-04-24 19:59:01+00:00,6500.0,0.25,0.35,0.5,-0.39999998,-61.53846,545.0,2531,0.3305731005859375,False,REGULAR,USD,put,2026-04-29,0.425,0.9071775791933588,0.00821917808219178,0.4201829392041071
SPXW260429P06520000,2026-04-24 14:55:02+00:00,6520.0,0.5,0.35,0.5,-0.25,-33.333336,27.0,135,0.32129584960937496,False,REGULAR,USD,put,2026-04-29,0.425,0.9099688948216461,0.00821917808219178,0.40833840325966164
SPXW260429P06530000,2026-04-24 19:59:52+00:00,6530.0,0.25,0.35,0.5,-0.55,-68.75,28.0,115,0.31653515502929686,False,REGULAR,USD,put,2026-04-29,0.425,0.9113645526357897,0.00821917808219178,0.4024184877214264
SPXW260429P06550000,2026-04-24 19:59:52+00:00,6550.0,0.3,0.4,0.5,-0.39999998,-57.142853,21.0,170,0.30725790405273434,False,REGULAR,USD,put,2026-04-29,0.45,0.914155868264077,0.00821917808219178,0.3930898951905466
SPXW260429P06600000,2026-04-24 20:14:20+00:00,6600.0,0.39,0.4,0.55,-0.58000004,-59.79382,351.0,1101,0.2872385729980468,False,REGULAR,USD,put,2026-04-29,0.47500000000000003,0.9211341573347951,0.00821917808219178,0.36561306395897936
SPXW260429P06620000,2026-04-24 19:48:54+00:00,6620.0,0.45,0.45,0.6,-0.45,-50.0,1208.0,3099,0.28064684204101553,False,REGULAR,USD,put,2026-04-29,0.525,0.9239254729630824,0.00821917808219178,0.35782159025178045
SPXW260429P06625000,2026-04-24 15:45:06+00:00,6625.0,0.65,0.45,0.6,-0.65,-50.0,153.0,220,0.278327529296875,False,REGULAR,USD,put,2026-04-29,0.525,0.9246233018701542,0.00821917808219178,0.35480394817537897
SPXW260429P06630000,2026-04-23 19:51:51+00:00,6630.0,1.35,0.45,0.6,0.0,0.0,133.0,339,0.27600821655273433,False,REGULAR,USD,put,2026-04-29,0.525,0.925321130777226,0.00821917808219178,0.3517862406741741
SPXW260429P06645000,2026-04-23 19:51:48+00:00,6645.0,1.5,0.45,0.6,0.0,0.0,11.0,68,0.2688061401367187,False,REGULAR,USD,put,2026-04-29,0.525,0.9274146174984415,0.00821917808219178,0.3427307692494987
SPXW260429P06650000,2026-04-24 19:55:16+00:00,6650.0,0.45,0.45,0.6,-0.75000006,-62.5,41.0,384,0.2664868273925781,False,REGULAR,USD,put,2026-04-29,0.525,0.9281124464055133,0.00821917808219178,0.3397116539207729
SPXW260429P06670000,2026-04-24 20:10:15+00:00,6670.0,0.45,0.5,0.65,-0.95,-67.85714,201.0,215,0.25952888916015626,False,REGULAR,USD,put,2026-04-29,0.575,0.9309037620338005,0.00821917808219178,0.3312559953857461
SPXW260429P06675000,2026-04-24 19:57:04+00:00,6675.0,0.4,0.5,0.65,-1.4,-77.77778,14.0,127,0.2572095764160156,False,REGULAR,USD,put,2026-04-29,0.575,0.9316015909408724,0.00821917808219178,0.3282075198229738
SPXW260429P06680000,2026-04-24 19:59:30+00:00,6680.0,0.4,0.5,0.65,-1.5,-78.94737,22.0,390,0.25476819458007816,False,REGULAR,USD,put,2026-04-29,0.575,0.9322994198479442,0.00821917808219178,0.3251585804923882
SPXW260429P06685000,2026-04-24 20:11:14+00:00,6685.0,0.48,0.5,0.65,-1.47,-75.38461,31.0,141,0.25238784729003905,False,REGULAR,USD,put,2026-04-29,0.575,0.932997248755016,0.00821917808219178,0.32210915389089717
SPXW260429P06690000,2026-04-24 20:14:24+00:00,6690.0,0.48,0.5,0.65,-1.47,-75.38461,71.0,259,0.2500075,False,REGULAR,USD,put,2026-04-29,0.575,0.9336950776620878,0.00821917808219178,0.31905897810335576
SPXW260429P06695000,2026-04-24 18:59:39+00:00,6695.0,0.7,0.5,0.65,-1.3999999,-66.666664,21.0,106,0.2475661181640625,False,REGULAR,USD,put,2026-04-29,0.575,0.9343929065691596,0.00821917808219178,0.3160080662073636
SPXW260429P06700000,2026-04-24 20:14:29+00:00,6700.0,0.55,0.5,0.65,-1.21,-68.75,52.0,391,0.2452468054199219,False,REGULAR,USD,put,2026-04-29,0.575,0.9350907354762314,0.00821917808219178,0.3129567107280464
SPXW260429P06705000,2026-04-24 19:36:44+00:00,6705.0,0.75,0.55,0.7,-1.5,-66.66667,62.0,37,0.245124736328125,False,REGULAR,USD,put,2026-04-29,0.625,0.9357885643833033,0.00821917808219178,0.31313763340869416
SPXW260429P06710000,2026-04-24 18:59:39+00:00,6710.0,0.75,0.55,0.7,-0.85,-53.125,11.0,87,0.24268335449218748,False,REGULAR,USD,put,2026-04-29,0.625,0.9364863932903751,0.00821917808219178,0.31005877068976884
SPXW260429P06720000,2026-04-24 19:58:07+00:00,6720.0,0.45,0.55,0.7,-2.1,-82.352936,34.0,94,0.23786162536621092,False,REGULAR,USD,put,2026-04-29,0.625,0.9378820511045187,0.00821917808219178,0.3038985155625921
SPXW260429P06725000,2026-04-24 19:58:08+00:00,6725.0,0.45,0.55,0.7,-1.3499999,-74.99999,126.0,178,0.23548127807617186,False,REGULAR,USD,put,2026-04-29,0.625,0.9385798800115905,0.00821917808219178,0.3008169009777844
